lat,lon,location
41.57262,61.03257,"Turtkul, Uzbekistan"
4.30156,101.15482,"Kampar, Malaysia"
-8.8136,115.1672,"Ungasan, Indonesia"
27.15701,78.05393,"Agra, India"
41.908,-72.27251,"Willington, United States"
43.76768,142.36036,"Asahikawa, Japan"
9.01118,38.76317,"Kirkos, Ethiopia"
19.89361,102.13361,"Luang Prabang, Laos"
56.90272,23.45474,"Slampes pagasts, Latvia"
36.06173,-112.1077,"Coconino County, United States"
-0.32614,36.15709,"Barnabas, Kenya"
38.74374,141.06876,"Kurihara, Japan"
20.85173,107.09707,"Hang Luon Lake, Vietnam"
31.30466,34.43152,"Eshkol Regional Council, Israel"
51.403193,-0.337207,"London, United Kingdom"
1.359092,103.99478,"Singapore, Singapore"
36.77019,137.4,"Namerikawa, Japan"
43.084606,-79.076752,"Niagara Falls, Canada"
41.6625,-87.06349,"Chesterton, United States"
4.69909,-74.1414,"Bogota, Colombia"
40.98955,117.93697,"Chengde, China"
9.9974,-84.20341,"Río Segundo, Costa Rica"
36.32251,139.01418,"Takasaki, Japan"
29.9723,31.12245,"Giza, Egypt"
-7.81869,110.36619,"Yogyakarta, Indonesia"
-33.63564,150.28503,"Blackheath, Australia"
43.22399,76.96261,"Almaty, Kazakhstan"
35.84674,138.33539,"Hokuto, Japan"
34.23938,132.70618,"Kure, Japan"
36.09164,139.72507,"Satte, Japan"
35.29195,135.12811,"Fukuchiyama, Japan"
26.69381,127.8779,"Motobu, Japan"
37.29114,140.33284,"Sukagawa, Japan"
35.79275,139.26337,"Tokyo, Japan"
31.80262,130.71532,"Kirishima, Japan"
43.76556,142.47464,"Asahikawa, Japan"
35.38841,136.93936,"Inuyama, Japan"
34.31837,135.61431,"Hashimoto, Japan"
36.75825,139.59661,"Nikko, Japan"
36.56364,138.1848,"Nagano, Japan"
34.26107,133.07284,"Onomichi, Japan"
36.4012,136.87877,"Nanto, Japan"
35.60937,140.11904,"Chiba, Japan"
34.68039,131.83789,"Masuda, Japan"
34.07222,134.55532,"Tokushima, Japan"
35.46463,139.61912,"Yokohama, Japan"
40.82765,140.74015,"Aomori, Japan"
34.40311,132.4505,"Hiroshima, Japan"
36.05418,136.35704,"Eiheiji, Japan"
34.09782,131.40653,"Yamaguchi, Japan"
35.6818,139.78707,"Tokyo, Japan"
35.17569,137.08939,"Nagakute, Japan"
42.78797,141.68814,"Chitose, Japan"
33.59488,130.38394,"Fukuoka, Japan"
34.97745,138.38526,"Shizuoka, Japan"
32.778062,128.853515,"Goto, Japan"
35.00975,135.72556,"Kyoto, Japan"
38.25637,140.32755,"Yamagata, Japan"
35.78074,140.38624,"Narita, Japan"
34.64256,135.41224,"Osaka, Japan"
35.6926,138.74367,"Koshu, Japan"
38.249042,140.891922,"Sendai, Japan"
34.65857,135.21664,"Kobe, Japan"
37.02538,137.81482,"Itoigawa, Japan"
42.23589,140.31235,"Yakumo, Japan"
38.32311,140.88055,"Sendai, Japan"
35.65621,136.05374,"Tsuruga, Japan"
33.19701,130.02248,"Takeo, Japan"
-6.13482,106.81354,"Jakarta, Indonesia"
42.21452,-83.35377,"Romulus, United States"
21.89711,120.85796,"Hengchun, Taiwan"
48.04039,-122.40831,"Langley, United States"
20.24728,105.91375,"Hoa Lư, Vietnam"
33.78809,-84.38769,"Atlanta, United States"
29.66052,35.48365,"Ash Shākirīyah, Jordan"
14.56417,-90.73162,"Antigua Guatemala, Guatemala"
33.22051,132.56394,"Uwajima, Japan"
43.72805,7.36105,"Eze, France"
40.1621,44.29167,"Vagharshapat, Armenia"
14.5598,-90.73423,"Antigua Guatemala, Guatemala"
36.23791,137.96974,"Matsumoto, Japan"
-1.23279,36.81561,"Nairobi, Kenya"
-6.919,107.6098,"Bandung, Indonesia"
36.00713,14.33007,"Għajnsielem, Malta"
41.64798,-87.06259,"Porter County, United States"
34.22819,131.30423,"Mine, Japan"
29.9696,31.12658,"Giza, Egypt"
33.1333,139.7718,"Tokyo, Japan"
-0.31181,36.12314,"Nakuru East ward, Kenya"
40.94788,-4.11728,"Segovia, Spain"
14.63816,-91.22954,"Santiago Atitlán, Guatemala"
-16.35989,-71.61099,"Cerro Colorado, Peru"
43.76177,142.35886,"Asahikawa, Japan"
-13.16532,-72.54448,"Machupicchu, Peru"
35.83543,129.22672,"Gyeongju, South Korea"
53.56848,9.96184,"Hamburg, Germany"
13.73271,100.54155,"Bangkok, Thailand"
9.03804,38.76214,"Addis Ababa, Ethiopia"
