latitude,longitude,name,,
54.1601107,23.4789273,Point 737,,
54.3045944,23.1163785,Point 738,,
38.93212985,-9.419930894,Praia de S�o Juli�o,,
38.97911316,-9.280874979,"Quinta de Santa Ana, Gradil",,
48.94506,20.45958,point?,,
60.9029964,5.5253968,Point 740,,
60.9173446,5.5289034,Point 741,,
61.2293949,6.4816873,Point 743,,
61.2663226,6.5198777,Point 744,,
61.3567004,6.5186563,Point 745,,
61.3479798,6.5068617,Point 746,,
61.3491756,6.4850167,Point 747,,
61.3468551,6.4707909,Point 748,,
61.345322,6.468452,Point 749,,
61.3349792,6.4136491,Point 750,,
61.3372086,6.3570733,Point 751,,
61.3242362,6.2677726,Point 752,,
61.3242362,6.2703475,Point 753,,
61.3254504,6.2676547,Point 754,,
61.3225697,6.2588695,Point 755,,
61.3187705,6.2366879,Point 756,,
61.3225629,6.232618,Point 757,,
61.3408528,6.1281574,Point 758,,
61.4123707,6.1670989,Point 759,,
61.4814952,6.7440941,Point 760,,
61.4851934,6.75478,Point 761,,
61.6967192,6.5307856,Point 762,,
61.7441383,6.4836859,Point 763,,
61.7440838,6.4775617,Point 764,,
61.8715245,6.8046403,Point 765,,
62.1219111,6.9199385,Point 766,,
62.3194048,6.7520602,Point 767,,
62.4143669,6.535214,Point 768,,
62.4214011,6.5186487,Point 769,,
62.5064378,7.8005733,Point 770,,
62.4990272,7.8034916,Point 771,,
62.5229995,7.819166,Point 772,,
62.5683972,7.7576123,Point 773,,
62.5696625,7.7728043,Point 774,,
52.93275,1.30015,Cromer pier,,
52.9327511,1.3001544,Point 775,,
43.0793739,11.6784403,Point 776,,
43.0772069,11.6773137,Point 777,,
43.0768229,11.6783437,Point 778,,
43.0766182,11.6788399,Point 779,,
43.0766084,11.6790867,Point 780,,
43.0761627,11.6780393,Point 781,,
43.0761372,11.6782646,Point 782,,
43.0607936,11.6811901,Point 783,,
43.0605114,11.6814087,Point 784,,
43.0600917,11.6826776,Point 785,,
43.057011,11.6850379,Point 786,,
43.0543867,11.697568,Point 787,,
43.0555626,11.6997352,Point 788,,
43.062265,11.7147127,Point 789,,
43.063527,11.7136612,Point 790,,
43.0676375,11.724821,Point 791,,
43.0682253,11.7250302,Point 792,,
43.0681273,11.7257007,Point 793,,
43.0686642,11.7255559,Point 794,,
43.0856629,11.7081168,Point 795,,
43.0589532,11.604669,Point 796,,
43.0602858,11.6033494,Point 797,,
43.0586553,11.6063213,Point 798,,
42.9290928,11.7032884,Point 799,,
42.9222274,12.641907,Point 800,,
4.42034,101.20196,Point 801,,
5.4136902670069595, 100.33033136996733,G
